"Report Title","Publishers Name","Publishers Location","Industry","Geography","Price in USD","URL","Publish Date","Number of pages"
"2007 Worldwide Securities Brokerage Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/security/2007_worldwide_securities_brokerage_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Scheduled Air Transportation Industry Report","Barnes Reports","Woolwich, United States","Transport & Travel","All",195,"http://www.reportbuyer.com/transport_travel/air/air_cargo/2007_worldwide_scheduled_air_transportation_industry_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Record & CD & Tape Stores Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/music/2007_worldwide_record_cd_tape_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Real Estate Property Managers Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/real_estate_agents/2007_worldwide_real_estate_property_managers_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Real Estate Agents & Brokers Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/real_estate_agents/2007_worldwide_real_estate_agents_brokers_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Radio TV Broadcast Equipment Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/radio/2007_worldwide_radio_tv_broadcast_equipment_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Radio Broadcasting Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/radio/2007_worldwide_radio_broadcasting_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Public Relations Agencies Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/advertising_marketing/public_relations/2007_worldwide_public_relations_agencies_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Property & Casualty Insurance Carriers Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","All",195,"http://www.reportbuyer.com/banking_finance/insurance/property/2007_worldwide_property_casualty_insurance_carriers_industry_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Printing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/publishing/2007_worldwide_printing_industry_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Printing & Writing Paper Wholesales Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/misc_consumer_goods_retail/2007_worldwide_printing_writing_paper_wholesales_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Plumbing & Heating & A/C Contractors Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","All",195,"http://www.reportbuyer.com/industry_manufacturing/contractors_engineers/2007_worldwide_plumbing_heating_a_c_contractors_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Pharmacies & Drug Stores Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/pharmacy/2007_worldwide_pharmacies_drug_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Pharmaceutical Preparation Manufacturing","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/production_manufacturing/2007_worldwide_pharmaceutical_preparation_manufacturing.html","Published on 15-Jan-2007",104
"2007 Worldwide Petroleum Refineries Industry Report","Barnes Reports","Woolwich, United States","Energy & Utilities","All",195,"http://www.reportbuyer.com/energy_utilities/oil_gas/petrol_motor_fuel/2007_worldwide_petroleum_refineries_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Petrochemical Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Chemicals","All",195,"http://www.reportbuyer.com/chemicals/specialty_chemicals/2007_worldwide_petrochemical_manufacturing_industry_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Periodical Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/publishing/magazine_periodicals/2007_worldwide_periodical_publishing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Paper Mills Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","All",195,"http://www.reportbuyer.com/industry_manufacturing/pulp_paper/2007_worldwide_paper_mills_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Offices of Physicians Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/general_industry/2007_worldwide_offices_physicians_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Offices of Lawyers Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/law/2007_worldwide_offices_lawyers_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Offices of Dentists Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/general_industry/2007_worldwide_offices_dentists_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Offices of Certified Public Accountants Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/accountancy/2007_worldwide_offices_certified_public_accountants_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Office Supplies & Stationery Stores Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/office_equipment/2007_worldwide_office_supplies_stationery_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Office Furniture Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/office_equipment/office_furniture/2007_worldwide_office_furniture_manufacturing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Office Equipment Wholesales Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/office_equipment/2007_worldwide_office_equipment_wholesales_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Nursing Care Facilities Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/healthcare/2007_worldwide_nursing_care_facilities_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Newspaper Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/publishing/newspapers/2007_worldwide_newspaper_publishing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide New Car Dealers Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/general_retailing/2007_worldwide_new_car_dealers_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Musical Groups & artists Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/music/2007_worldwide_musical_groups_artists_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Music Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/music/2007_worldwide_music_publishing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Motion Pictures & Video Production Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/film_dvd_video/2007_worldwide_motion_pictures_video_production_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Mortgage & Non-Mortgage Brokers Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","All",195,"http://www.reportbuyer.com/banking_finance/lending/mortgages/2007_worldwide_mortgage_non_mortgage_brokers_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Men's Clothing Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/clothing/mens/2007_worldwide_mens_clothing_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Men's & Boys' Clothing Wholesales Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/clothing/mens/2007_worldwide_mens_boys_clothing_wholesales_industry_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Men's & Boys' Apparel Mfg. Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/clothing/mens/2007_worldwide_mens_boys_apparel_mfg_industry_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Medical Laboratories Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/general_industry/2007_worldwide_medical_laboratories_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Medical Equipment & Supplies Mfg. Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/medical_supplies/2007_worldwide_medical_equipment_supplies_mfg_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Medical & Surgical Hospitals Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/healthcare/hospital/2007_worldwide_medical_surgical_hospitals_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Marketing Research & Public Opinion Polling  Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/advertising_marketing/2007_worldwide_marketing_research_public_opinion_polling_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Management Consulting Services Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/consulting/2007_worldwide_management_consulting_services_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Major Appliance Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/appliances/2007_worldwide_major_appliance_manufacturing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Local Freight Trucking Industry Report","Barnes Reports","Woolwich, United States","Transport & Travel","All",195,"http://www.reportbuyer.com/transport_travel/roads/2007_worldwide_local_freight_trucking_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Life Insurance Carriers Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","All",195,"http://www.reportbuyer.com/banking_finance/insurance/life/2007_worldwide_life_insurance_carriers_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Kitchen Cabinet & Countertop Mfg. Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/bathroom_kitchen/2007_worldwide_kitchen_cabinet_countertop_mfg_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Investment Banking & Securities Dealing Industry  Report","Barnes Reports","Woolwich, United States","Banking & Finance","All",195,"http://www.reportbuyer.com/banking_finance/investments/2007_worldwide_investment_banking_securities_dealing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Interior Design Services Industry  Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/design_photography/2007_worldwide_interior_design_services_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Insurance Agencies & Brokerages Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","All",195,"http://www.reportbuyer.com/banking_finance/insurance/2007_worldwide_insurance_agencies_brokerages_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Household & Institutional Furniture Mfg. Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/furniture/2007_worldwide_household_institutional_furniture_mfg_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Hotels & Motels Industry  Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/tourism_travel/hotels/2007_worldwide_hotels_motels_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Home Health Care Services Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/healthcare/2007_worldwide_home_health_care_services_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Home Furnishings Wholesale Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/furniture/2007_worldwide_home_furnishings_wholesale_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Home Centers Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/consumer_electronics/audio_visual_equipment/2007_worldwide_home_centers_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Health & Medical Insurance Carriers Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","All",195,"http://www.reportbuyer.com/pharma_healthcare/healthcare/health_insurance/2007_worldwide_health_medical_insurance_carriers_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Hardware Wholesale Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/home_improvement_diy/2007_worldwide_hardware_wholesale_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Hardware Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/home_improvement_diy/2007_worldwide_hardware_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Grocery Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/food_retailing/grocery/2007_worldwide_grocery_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Graphic Designs Services Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/design_photography/2007_worldwide_graphic_designs_services_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide General-Line Grocery Wholesale Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/food_retailing/grocery/2007_worldwide_general_line_grocery_wholesale_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide General Warehousing & Storage Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/general_retailing/2007_worldwide_general_warehousing_storage_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Gas Stations with Convenience Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/shopping/convenience_stores/2007_worldwide_gas_stations_convenience_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Furniture Wholesale Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/furniture/2007_worldwide_furniture_wholesale_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Furniture Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/furniture/2007_worldwide_furniture_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Full-Service Restaurants Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/dining/restaurants/2007_worldwide_full_service_restaurants_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Frozen Food Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","All",195,"http://www.reportbuyer.com/food_drink/chilled_frozen_food/2007_worldwide_frozen_food_manufacturing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Freight Trucking Long Distance Industry Report","Barnes Reports","Woolwich, United States","Transport & Travel","All",195,"http://www.reportbuyer.com/transport_travel/roads/2007_worldwide_freight_trucking_long_distance_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Fitness & Recreational Sports Centers  Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/sporting_activities/2007_worldwide_fitness_recreational_sports_centers_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Fast Food Restaurants Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/dining/fast_food/2007_worldwide_fast_food_restaurants_industry_report.html","Published on 15-Jan-2007",104
"2007 U.S. Telemarketing Services Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/advertising_marketing/direct_marketing/2007_u_s_telemarketing_services_industry_report.html","Published on 15-Oct-2006",139
"2007 U.S. Single-Family Housing Construction Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",148,"http://www.reportbuyer.com/industry_manufacturing/construction/residential/2007_u_s_single_family_housing_construction_industry_report.html","Published on 15-Oct-2006",228
"2007 U.S. Record & CD & Tape Stores Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/music/2007_u_s_record_cd_tape_stores_industry_report.html","Published on 15-Oct-2006",192
"2007 U.S. Offices of Physicians Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/general_industry/2007_u_s_offices_physicians_industry_report.html","Published on 15-Oct-2006",231
"2007 U.S. Offices of Dentists Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/general_industry/2007_u_s_offices_dentists_industry_report.html","Published on 15-Oct-2006",230
"2007 U.S. Offices of Certified Public Accountants Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/accountancy/2007_u_s_offices_certified_public_accountants_report.html","Published on 15-Oct-2006",228
"2007 U.S. Nursing Care Facilities Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/healthcare/2007_u_s_nursing_care_facilities_industry_report.html","Published on 15-Oct-2006",228
"2007 U.S. Men's & Boys' Clothing Wholesales Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/clothing/mens/2007_u_s_mens_boys_clothing_wholesales_industry_report.html","Published on 15-Oct-2006",128
"2007 U.S. Medical Laboratories Industry Report","Barnes Reports","Woolwich, United States","Pharma &amp; Healthcare","United States",148,"http://www.reportbuyer.com/pharma_healthcare/general_industry/2007_u_s_medical_laboratories_industry_report.html","Published on 15-Oct-2006",163
"2007 U.S. Life Insurance Carriers Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","United States",148,"http://www.reportbuyer.com/banking_finance/insurance/life/2007_u_s_life_insurance_carriers_industry_report.html","Published on 15-Oct-2006",170
"2007 U.S. Home Furnishings Wholesale Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/home_garden/furniture/2007_u_s_home_furnishings_wholesale_industry_report.html","Published on 15-Oct-2006",146
"2007 Heavy Duty Truck Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Transport & Travel","All",148,"http://www.reportbuyer.com/transport_travel/roads/2007_heavy_duty_truck_manufacturing_industry_report_1.html","Published on 15-Oct-2006",50
"2007 U.S. Fast Food Restaurants Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","United States",148,"http://www.reportbuyer.com/leisure_media/dining/fast_food/2007_u_s_fast_food_restaurants_industry_report.html","Published on 15-Oct-2006",230
"2007 U.S. Computer & Equipment Wholesale Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","United States",148,"http://www.reportbuyer.com/computing_electronics/personal_computing/desktops/2007_u_s_computer_equipment_wholesale_industry_report_2.html","Published on 15-Oct-2006",157
"2007 U.S. Commercial Banking Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","United States",148,"http://www.reportbuyer.com/banking_finance/lending/commercial_lending/2007_u_s_commercial_banking_industry_report_1.html","Published on 15-Oct-2006",228
"2007 U.S. Colleges & Universities Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","United States",148,"http://www.reportbuyer.com/business_government/education/university/2007_u_s_colleges_universities_industry_report.html","Published on 15-Oct-2006",145
"2007 U.S. Beer & Wine & Liquor Stores Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","United States",148,"http://www.reportbuyer.com/food_drink/alcoholic_drinks/2007_u_s_beer_wine_liquor_stores_industry_report.html","Published on 15-Oct-2006",222
"2007 U.S. Industry & Market Outlook","Barnes Reports","Woolwich, United States","Industry & Manufacturing","United States",195,"http://www.reportbuyer.com/industry_manufacturing/country_overviews_industry_manufacturing_/2007_u_s_industry_market_outlook.html","Published on 15-Oct-2006",247
"2007 U.S. Book Stores Retailing Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","United States",148,"http://www.reportbuyer.com/consumer_goods_retail/misc_consumer_goods_retail/2007_u_s_book_stores_retailing_industry_report_1.html","Published on 15-Oct-2006",211
"2007 Worldwide Family Clothing Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/clothing/2007_worldwide_family_clothing_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Exam Preparation & Tutoring Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/education/2007_worldwide_exam_preparation_tutoring_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Engineering Services Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","All",195,"http://www.reportbuyer.com/industry_manufacturing/contractors_engineers/2007_worldwide_engineering_services_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Electronic Shopping & Mail Order Houses Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/e_commerce/2007_worldwide_electronic_shopping_mail_order_houses_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Electronic Computer Manufacturing Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","All",195,"http://www.reportbuyer.com/computing_electronics/manufacturing/2007_worldwide_electronic_computer_manufacturing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Electrical Contractors Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","All",195,"http://www.reportbuyer.com/industry_manufacturing/contractors_engineers/2007_worldwide_electrical_contractors_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Educational Support Services Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/education/2007_worldwide_educational_support_services_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Drinking Places & Bars Industry  Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/bars_clubs/2007_worldwide_drinking_places_bars_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Distilleries & Alcohol-Making Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","All",195,"http://www.reportbuyer.com/food_drink/alcoholic_drinks/2007_worldwide_distilleries_alcohol_making_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Direct Mail Advertising Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/advertising_marketing/direct_marketing/2007_worldwide_direct_mail_advertising_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Department Stores Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/shopping/shopping_centres_malls/2007_worldwide_department_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Database & Directory Publishing Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/publishing/2007_worldwide_database_directory_publishing_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Data Processing Services Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","All",195,"http://www.reportbuyer.com/computing_electronics/services/2007_worldwide_data_processing_services_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Cookie, Cracker &amp; Pasta Mfg Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","All",195,"http://www.reportbuyer.com/food_drink/bakery_cereals/2007_worldwide_cookie_cracker_pasta_mfg_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Computer Systems Designs Services Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","All",195,"http://www.reportbuyer.com/computing_electronics/specialised_computer_systems/2007_worldwide_computer_systems_designs_services_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Computer & Software Stores Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","All",195,"http://www.reportbuyer.com/computing_electronics/software/2007_worldwide_computer_software_stores_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Computer & Equipment Wholesale Industry Report","Barnes Reports","Woolwich, United States","Computing & Electronics","All",195,"http://www.reportbuyer.com/computing_electronics/personal_computing/desktops/2007_worldwide_computer_equipment_wholesale_industry_report_1.html","Published on 15-Jan-2007",104
"2007 Worldwide Community Care Facilities for the Elderly Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/care_social_services/2007_worldwide_community_care_facilities_elderly_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Commercial Banking Industry Report","Barnes Reports","Woolwich, United States","Banking & Finance","All",195,"http://www.reportbuyer.com/banking_finance/lending/commercial_lending/2007_worldwide_commercial_banking_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Colleges & Universities Industry Report","Barnes Reports","Woolwich, United States","Business &amp; Government","All",195,"http://www.reportbuyer.com/business_government/education/university/2007_worldwide_colleges_universities_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Carpentry Contractors Industry Report","Barnes Reports","Woolwich, United States","Industry & Manufacturing","All",195,"http://www.reportbuyer.com/industry_manufacturing/contractors_engineers/2007_worldwide_carpentry_contractors_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Cable Television Networks Industry Report","Barnes Reports","Woolwich, United States","Leisure & Media","All",195,"http://www.reportbuyer.com/leisure_media/television/2007_worldwide_cable_television_networks_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Breweries & Beer-Making Industry Report","Barnes Reports","Woolwich, United States","Food & Drink","All",195,"http://www.reportbuyer.com/food_drink/alcoholic_drinks/beer/2007_worldwide_breweries_beer_making_industry_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Breakfast Cereal Manufacturing Report","Barnes Reports","Woolwich, United States","Food & Drink","All",195,"http://www.reportbuyer.com/food_drink/bakery_cereals/breakfast_cereals/2007_worldwide_breakfast_cereal_manufacturing_report.html","Published on 15-Jan-2007",104
"2007 Worldwide Book Stores Retailing Industry Report","Barnes Reports","Woolwich, United States","Consumer Goods & Retail","All",195,"http://www.reportbuyer.com/consumer_goods_retail/misc_consumer_goods_retail/2007_worldwide_book_stores_retailing_industry_report.html","Published on 15-Jan-2007",104
